SN,Date,Venue,City,State,Country,Set 1,Set 2,Set 3,Encore,Show Number
768,10/2/80,Warfield Theater,San Francisco,CA,US,"Dark Hollow, Iko Iko, The Race Is On, To Lay Me Down, Cassidy, Jack A Roe, On The Road Again, Bird Song, Ripple","Bertha> , Greatest Story Ever Told, Peggy O, Mama Tried> , Mexicali Blues, It Must Have Been The Roses, Its All Over Now, Loser, Looks Like Rain, China Cat Sunflower> , I Know You Rider","Drums> , Comes A Time> , Lost Sailor> , Saint Of Circumstance> , Terrapin Station> , Playing In The Band> , Drums> , Stella Blue> , Sugar Magnolia",Alabama Getaway,1
769,10/3/80,Warfield Theater,San Francisco,CA,US,"Dire Wolf, Monkey And The Engineer, Ive Been All Around This World, Dark Hollow, Jack A Roe, Heaven Help The Fool, China Doll, On The Road Again, Bird Song> , Ripple","Jack Straw, Sugaree, Me And My Uncle> , Big River, Row Jimmy, New Minglewood Blues, Tennessee Jed, The Music Never Stopped","Scarlet Begonias> , Fire On The Mountain, Samson And Delilah, Ship Of Fools, Playing In The Band> , Drums> , Space> , The Wheel> , Playing In The Band> , Black Peter> , Good Lovin",Brokedown Palace,1
770,10/4/80,Warfield Theater,San Francisco,CA,US,"Deep Elem Blues, The Race Is On, It Must Have Been The Roses, Monkey And The Engineer, Rosalie Mcfall, Dark Hollow, To Lay Me Down, On The Road Again, Oh Babe It Aint No Lie, Ripple","Alabama Getaway, Greatest Story Ever Told, Candyman, Mama Tried, Mexicali Blues, High Time, Passenger, Althea, Little Red Rooster, Ramble On Rose, Let It Grow, Deal","Feel Like A Stranger, Franklins Tower, Estimated Prophet, Eyes Of The World, Drums, Not Fade Away, Wharf Rat, I Need A Miracle, Johnny B. Goode","Uncle Johns Band, One More Saturday Night",1
771,10/6/80,Warfield Theater,San Francisco,CA,US,"Dire Wolf, Cassidy, Jack A Roe, Monkey And The Engineer, Ive Been All Around This World, Heaven Help The Fool, China Doll, On The Road Again, Bird Song, Ripple","China Cat Sunflower, I Know You Rider, New Minglewood Blues, They Love Each Other, Beat It On Down The Line, Peggy O, Lazy Lightnin, Supplication, Brown Eyed Women, Looks Like Rain, Deal","Samson And Delilah, It Must Have Been The Roses, Lost Sailor, Saint Of Circumstance, Terrapin Station, Drums, Truckin, The Other One, Black Peter, Sugar Magnolia, Johnny B. Goode",U.S. Blues,1
772,10/7/80,Warfield Theater,San Francisco,CA,US,"Iko Iko, Dark Hollow, Rosalie Mcfall, Monkey And The Engineer, To Lay Me Down, Heaven Help The Fool, Deep Elem Blues, El Paso, Ripple","Cold Rain And Snow, New Minglewood Blues, Loser, Me And My Uncle, Big River, Althea, Little Red Rooster, Dont Ease Me In, Let It Grow, Deal","Shakedown Street, Estimated Prophet, Hes Gone, Drums, The Wheel, Stella Blue, I Need A Miracle, Good Lovin",Alabama Getaway,1
773,10/9/80,Warfield Theater,San Francisco,CA,US,"Dire Wolf, Dark Hollow, Ive Been All Around This World, Cassidy, China Doll, On The Road Again, Bird Song, The Race Is On, Oh Babe It Aint No Lie, Ripple","Feel Like A Stranger, Friend Of The Devil, Mama Tried, Mexicali Blues, Peggy O, Little Red Rooster, Brown Eyed Women, Tennessee Jed, The Music Never Stopped","Alabama Getaway, Greatest Story Ever Told, High Time, Lost Sailor, Saint Of Circumstance, Terrapin Station, Drums, Not Fade Away, Wharf Rat, Sugar Magnolia",Casey Jones,1
774,10/10/80,Warfield Theater,San Francisco,CA,US,"On The Road Again, It Must Have Been The Roses, Monkey And The Engineer, Jack A Roe, Dark Hollow, To Lay Me Down, Heaven Help The Fool, Bird Song, Ripple","Mississippi Half Step Uptown Toodeloo> , Franklins Tower, Me And My Uncle> , Big River, Candyman, Beat It On Down The Line, Row Jimmy, New Minglewood Blues, Althea> , Jack Straw","Scarlet Begonias> , Fire On The Mountain, Samson And Delilah, Big Railroad Blues, Estimated Prophet> , Eyes Of The World> , Drums> , Space> , Truckin> , Black Peter> , Around And Around> , The Promised Land",U.S. Blues,1
775,10/11/80,Warfield Theater,San Francisco,CA,US,"Dire Wolf, Dark Hollow, Rosalie Mcfall, Cassidy, Deep Elem Blues, Monkey And The Engineer, China Doll, Heaven Help The Fool, Oh Babe It Aint No Lie, Ripple","Feel Like A Stranger, They Love Each Other, Mama Tried, Mexicali Blues, Loser, Passenger, Ramble On Rose, Looks Like Rain, Althea, Lost Sailor, Saint Of Circumstance","China Cat Sunflower, I Know You Rider, Let It Grow, Drums, Not Fade Away, Wharf Rat, Goin Down The Road Feeling Bad, One More Saturday Night",Brokedown Palace,1
776,10/13/80,Warfield Theater,San Francisco,CA,US,"On The Road Again, Bird Song, El Paso, To Lay Me Down, Heaven Help The Fool, Jack A Roe, The Race Is On, Deep Elem Blues, Ripple","Sugaree, New Minglewood Blues, Peggy O, C.C. Rider, Big Railroad Blues, Lazy Lightnin, Supplication, Deal","Cold Rain And Snow, Samson And Delilah, Ship Of Fools, Lost Sailor, Saint Of Circumstance, Drums, Hes Gone, The Other One, Stella Blue, Around And Around, Johnny B. Goode",Casey Jones,1
777,10/14/80,Warfield Theater,San Francisco,CA,US,"Dire Wolf, Dark Hollow, It Must Have Been The Roses, Cassidy, Ive Been All Around This World, Monkey And The Engineer, China Doll, Heaven Help The Fool, Bird Song> , Ripple","Alabama Getaway> , Greatest Story Ever Told, Friend Of The Devil, Me And My Uncle> , Mexicali Blues, Candyman, Little Red Rooster, Tennessee Jed> , Let It Grow> , The Wheel> , The Music Never Stopped","Scarlet Begonias> , Fire On The Mountain, Estimated Prophet> , Terrapin Station> , Playing In The Band> , Drums> , Space> , I Need A Miracle> , Uncle Johns Band> , Morning Dew> , Playing In The Band> , Good Lovin","U.S. Blues, Brokedown Palace",1
778,10/18/80,Saenger Performing Arts Center,New Orleans,LA,US,"Dire Wolf, On The Road Again, It Must Have Been The Roses, Monkey And The Engineer, Ive Been All Around This World, Heaven Help The Fool, To Lay Me Down, Ripple","Alabama Getaway, Greatest Story Ever Told, Friend Of The Devil, Me And My Uncle, Big River, Loser, New Minglewood Blues, Althea, Lost Sailor, Saint Of Circumstance, Deal","China Cat Sunflower, I Know You Rider, Feel Like A Stranger, Ship Of Fools, Estimated Prophet, Eyes Of The World, Drums, Not Fade Away, Black Peter, Around And Around, Johnny B. Goode",One More Saturday Night,1
779,10/19/80,Saenger Performing Arts Center,New Orleans,LA,US,"On The Road Again, Jack A Roe, Dark Hollow, Rosalie Mcfall, Cassidy, Bird Song, Heaven Help The Fool, Oh Babe It Aint No Lie, Ripple","Jack Straw, They Love Each Other, Mama Tried> , Mexicali Blues, Candyman, Passenger, Row Jimmy, Looks Like Rain, Tennessee Jed, The Promised Land","Scarlet Begonias> , Fire On The Mountain, Samson And Delilah, Terrapin Station> , Drums> , Space> , Truckin> , Wharf Rat> , Sugar Magnolia, Good Lovin",Brokedown Palace,1
780,10/22/80,Radio City Music Hall,New York,NY,US,"Dire Wolf, On The Road Again, Ive Been All Around This World, Monkey And The Engineer, To Lay Me Down, Heaven Help The Fool, Bird Song> , Ripple","Alabama Getaway> , Greatest Story Ever Told, Friend Of The Devil, Me And My Uncle> , Big River, Peggy O, New Minglewood Blues, China Cat Sunflower> , I Know You Rider","Scarlet Begonias> , Fire On The Mountain> , Lost Sailor> , Saint Of Circumstance> , Drums> , Space> , Not Fade Away> , Goin Down The Road Feeling Bad> , Good Lovin",U.S. Blues,1
781,10/23/80,Radio City Music Hall,New York,NY,US,"On The Road Again, It Must Have Been The Roses, Dark Hollow, Jack A Roe, Cassidy, China Doll, Monkey And The Engineer, Oh Babe It Aint No Lie, Ripple","Feel Like A Stranger, Tennessee Jed, Mama Tried, Mexicali Blues, Althea, Little Red Rooster, Big Railroad Blues, The Music Never Stopped","Samson And Delilah, Ship Of Fools, Estimated Prophet, Terrapin Station, Drums, The Wheel, Truckin, Wharf Rat, Sugar Magnolia",Casey Jones,1
782,10/25/80,Radio City Music Hall,New York,NY,US,"Deep Elem Blues, The Race Is On, Ive Been All Around This World, El Paso, To Lay Me Down, Monkey And The Engineer, Bird Song, Heaven Help The Fool, Dire Wolf, Ripple","Mississippi Half Step Uptown Toodeloo, Franklins Tower, Me And My Uncle, Big River, High Time, New Minglewood Blues, Ramble On Rose, Looks Like Rain, Deal","Cold Rain And Snow, Lost Sailor, Saint Of Circumstance, Uncle Johns Band, Playing In The Band, Drums, The Other One, Black Peter, Around And Around, One More Saturday Night",U.S. Blues,1
783,10/26/80,Radio City Music Hall,New York,NY,US,"Iko Iko, Dark Hollow, It Must Have Been The Roses, On The Road Again, Jack A Roe, Cassidy, China Doll, Ripple","Jack Straw, Sugaree, Little Red Rooster, Brown Eyed Women, Let It Grow, Dont Ease Me In","Jam, Samson And Delilah, Althea, Estimated Prophet, Hes Gone, Drums, Not Fade Away, Stella Blue, Good Lovin",Brokedown Palace,1
784,10/27/80,Radio City Music Hall,New York,NY,US,"The Race Is On, Ive Been All Around This World, Monkey And The Engineer, To Lay Me Down, Heaven Help The Fool, Rosalie Mcfall, On The Road Again, Bird Song> , Ripple","Alabama Getaway> , Greatest Story Ever Told, Friend Of The Devil, New Minglewood Blues, Peggy O, Passenger, Row Jimmy, Lost Sailor> , Saint Of Circumstance> , Deal","Truckin> , Scarlet Begonias> , Fire On The Mountain> , Drums> , Space> , Wharf Rat> , I Need A Miracle> , Bertha> , Johnny B. Goode",Casey Jones,1
785,10/29/80,Radio City Music Hall,New York,NY,US,"Dire Wolf, On The Road Again, It Must Have Been The Roses, The Race Is On, Bird Song, Heaven Help The Fool, Oh Babe It Aint No Lie, Ripple","Feel Like A Stranger, Franklins Tower, Me And My Uncle, Big River, Candyman, Little Red Rooster, Tennessee Jed, Looks Like Rain, Althea, The Music Never Stopped","China Cat Sunflower, I Know You Rider, Estimated Prophet, Terrapin Station, Drums, The Wheel, Saint Of Circumstance, Black Peter, Sugar Magnolia",U.S. Blues,1
786,10/30/80,Radio City Music Hall,New York,NY,US,"Deep Elem Blues, Dark Hollow, Ive Been All Around This World, On The Road Again, To Lay Me Down, Heaven Help The Fool, Ripple","Alabama Getaway, The Promised Land, Peggy O, Mama Tried, Mexicali Blues, Loser, New Minglewood Blues, Althea, Lost Sailor, Saint Of Circumstance","Shakedown Street, Samson And Delilah, Hes Gone, Truckin, Drums, The Other One, Wharf Rat, Good Lovin",Johnny B. Goode,1
787,10/31/80,Radio City Music Hall,New York,NY,US,"Heaven Help The Fool, Sage And Spirit, Little Sadie, Monkey And The Engineer, It Must Have Been The Roses, Cassidy, Bird Song, Ripple","Jack Straw, Cold Rain And Snow, Me And My Uncle, Mexicali Blues, Ramble On Rose, Little Red Rooster, Brown Eyed Women, Looks Like Rain, Deal","Dont Ease Me In, Lost Sailor, Saint Of Circumstance, Franklins Tower, Drums, Fire On The Mountain, Not Fade Away, Stella Blue, Goin Down The Road Feeling Bad, Good Lovin",Uncle Johns Band,1
788,11/26/80,Sportatorium,Pembroke Pines,FL,US,"Alabama Getaway, Greatest Story Ever Told, Friend Of The Devil, On The Road Again, Jack A Roe, New Minglewood Blues, It Must Have Been The Roses, The Race Is On, Althea, Lost Sailor, Saint Of Circumstance, Deal","Cold Rain And Snow, Samson And Delilah, China Cat Sunflower, I Know You Rider, Estimated Prophet, Eyes Of The World, Drums, Wharf Rat, Around And Around, Good Lovin",No Set 3,(I Cant Get No) Satisfaction,1
789,11/28/80,Lakeland Civic Center Arena,Lakeland,FL,US,"Jack Straw, Peggy O, Little Red Rooster, Tennessee Jed, Passenger, Deep Elem Blues, Looks Like Rain, Deal","Feel Like A Stranger, To Lay Me Down, Let It Grow, Terrapin Station, Drums, Not Fade Away, Black Peter, Sugar Magnolia",No Set 3,U.S. Blues,1
790,11/29/80,Alligator Alley Gym,Gainesville,FL,US,"Alabama Getaway, The Promised Land, Candyman, New Minglewood Blues, Row Jimmy, Mama Tried, Mexicali Blues, Althea, Lost Sailor, Saint Of Circumstance, Dont Ease Me In","Shakedown Street, Franklins Tower, Estimated Prophet, Hes Gone, Truckin, Drums, The Other One, Stella Blue, Good Lovin",No Set 3,Casey Jones,1
791,11/30/80,Fox Theatre,Atlanta,GA,US,"Feel Like A Stranger, Loser, Cassidy, Ramble On Rose, Little Red Rooster, Bird Song, Me And My Uncle> , Big River, It Must Have Been The Roses, Lost Sailor> , Saint Of Circumstance> , Deal","Scarlet Begonias> , Fire On The Mountain, Samson And Delilah, Ship Of Fools, Playing In The Band> , Drums> , Space> , The Wheel> , China Doll> , Around And Around> , Johnny B. Goode",No Set 3,Uncle Johns Band,1
792,12/6/80,Recreation Center,Mill Valley,CA,US,"Dire Wolf, On The Road Again, Ive Been All Around This World, Monkey And The Engineer, Bird Song, Cassidy, China Doll, Ripple",No Set 2,No Set 3,No Encore,1
793,12/12/80,Swing Auditorium,San Bernardino,CA,US,"Alabama Getaway, Greatest Story Ever Told, Friend Of The Devil, Mama Tried, Mexicali Blues, Althea, Little Red Rooster, Peggy O, Looks Like Rain, Tennessee Jed, The Promised Land","China Cat Sunflower, I Know You Rider, Estimated Prophet, Hes Gone, Eyes Of The World, Drums, Truckin, Wharf Rat, Around And Around, Good Lovin",No Set 3,Dont Ease Me In,1
794,12/13/80,Long Beach Arena,Long Beach,CA,US,"Feel Like A Stranger> , Sugaree> , C.C. Rider, To Lay Me Down, New Minglewood Blues, Ramble On Rose, Lost Sailor> , Saint Of Circumstance> , Deal","Scarlet Begonias> , Fire On The Mountain, Playing In The Band> , Drums> , Space> , Not Fade Away> , Black Peter> , Sugar Magnolia",No Set 3,One More Saturday Night,1
795,12/14/80,Long Beach Arena,Long Beach,CA,US,"Bertha, Greatest Story Ever Told, Althea, Little Red Rooster, Loser, Me And My Uncle, Big River, Bird Song, Passenger, Candyman, Looks Like Rain, Dont Ease Me In","Cold Rain And Snow, Samson And Delilah, It Must Have Been The Roses, Estimated Prophet, The Wheel, Drums, The Other One, Stella Blue, Around And Around, Good Lovin",No Set 3,Brokedown Palace,1
796,12/26/80,Oakland Auditorium Arena,Oakland,CA,US,"Alabama Getaway> , The Promised Land, They Love Each Other, C.C. Rider, Althea, Cassidy, Peggy O, Lost Sailor> , Saint Of Circumstance> , Deal","Scarlet Begonias> , Fire On The Mountain, Samson And Delilah, Ship Of Fools, Playing In The Band> , Drums> , Space> , Not Fade Away> , Black Peter> , Around And Around> , Good Lovin",No Set 3,U.S. Blues,1
797,12/27/80,Oakland Auditorium Arena,Oakland,CA,US,"Feel Like A Stranger, Sugaree, New Minglewood Blues, Loser, Looks Like Rain, Tennessee Jed, Passenger, It Must Have Been The Roses, The Music Never Stopped","China Cat Sunflower, I Know You Rider, Estimated Prophet, Eyes Of The World, Drums, The Wheel, Truckin, Wharf Rat, Goin Down The Road Feeling Bad, One More Saturday Night",No Set 3,Johnny B. Goode,1
798,12/28/80,Oakland Auditorium Arena,Oakland,CA,US,"Mississippi Half Step Uptown Toodeloo, Franklins Tower, Me And My Uncle, Big River, Bird Song, Little Red Rooster, Althea, Jack Straw","Dont Ease Me In, Lost Sailor, Saint Of Circumstance, Terrapin Station, Drums, The Other One, Stella Blue, Sugar Magnolia",No Set 3,Casey Jones,1
799,12/30/80,Oakland Auditorium Arena,Oakland,CA,US,"New Minglewood Blues, Friend Of The Devil, Mama Tried, Mexicali Blues, Brown Eyed Women, Beat It On Down The Line, Althea, Let It Grow, Deal","Shakedown Street, Samson And Delilah, Hes Gone, Truckin, Drums, Not Fade Away, China Doll, Around And Around, Good Lovin",No Set 3,U.S. Blues,1
800,12/31/80,Oakland Auditorium Arena,Oakland,CA,US,"Dire Wolf, On The Road Again, To Lay Me Down, Monkey And The Engineer, Jack A Roe, Cassidy, Ive Been All Around This World, The Race Is On, Bird Song> , Ripple","Alabama Getaway> , Greatest Story Ever Told, They Love Each Other, Little Red Rooster, China Cat Sunflower> , I Know You Rider, Looks Like Rain, Althea, Lost Sailor> , Saint Of Circumstance, Deal","Sugar Magnolia, Scarlet Begonias> , Fire On The Mountain, Estimated Prophet> , Drums> , Space> , The Other One> , Wharf Rat> , Around And Around> , Sunshine Daydream","(I Cant Get No) Satisfaction> , Brokedown Palace",1
801,2/26/81,Uptown Theatre,Chicago,IL,US,"Feel Like A Stranger, Althea, Little Red Rooster, Bird Song, Me And My Uncle, Big River, Tennessee Jed, Passenger, Peggy O, The Music Never Stopped","China Cat Sunflower, I Know You Rider, Samson And Delilah, Hes Gone, Drums, Truckin, Black Peter, Goin Down The Road Feeling Bad, Johnny B. Goode",No Set 3,U.S. Blues,1
802,2/27/81,Uptown Theatre,Chicago,IL,US,"Alabama Getaway> , The Promised Land, Friend Of The Devil, Cassidy, Loser, C.C. Rider, It Must Have Been The Roses, New Minglewood Blues","Scarlet Begonias> , Fire On The Mountain> , Estimated Prophet> , Eyes Of The World> , Drums> , Space> , Not Fade Away> , Wharf Rat> , Sugar Magnolia",No Set 3,Dont Ease Me In,1
803,2/28/81,Uptown Theatre,Chicago,IL,US,"Jack Straw, They Love Each Other, Mama Tried, Mexicali Blues, Candyman, Little Red Rooster, Big Railroad Blues, Althea, Let It Grow, Deal","Cold Rain And Snow, Greatest Story Ever Told, Ship Of Fools, Lost Sailor, Saint Of Circumstance, Terrapin Station, Drums, The Other One, Stella Blue, Around And Around, Good Lovin",No Set 3,One More Saturday Night,1
804,3/2/81,Cleveland Music Hall,Cleveland,OH,US,"Shakedown Street, New Minglewood Blues, Dire Wolf, Cassidy, Althea, El Paso, Jack A Roe, Lazy Lightnin, Supplication, Dont Ease Me In, The Promised Land","Ramble On Rose, Playing In The Band, China Doll, Drums, Playing In The Band, The Wheel, Around And Around, Johnny B. Goode",No Set 3,U.S. Blues,1
805,3/3/81,Cleveland Music Hall,Cleveland,OH,US,"Feel Like A Stranger, Peggy O, Me And My Uncle, Big River, Bird Song, Looks Like Rain, Big Railroad Blues, Little Red Rooster, Deal","China Cat Sunflower, I Know You Rider, Samson And Delilah, Hes Gone, Drums, Lost Sailor, Saint Of Circumstance, Black Peter, Good Lovin",No Set 3,Casey Jones,1
806,3/5/81,Stanley Theatre,Pittsburgh,PA,US,"Alabama Getaway> , Greatest Story Ever Told, Friend Of The Devil, C.C. Rider, Althea, Mama Tried> , Mexicali Blues, To Lay Me Down> , New Minglewood Blues, Tennessee Jed> , The Music Never Stopped","Jam> , Passenger, Scarlet Begonias> , Fire On The Mountain, Playing In The Band> , Drums> , Space> , Not Fade Away> , Wharf Rat> , Around And Around> , Johnny B. Goode",No Set 3,U.S. Blues,1
807,3/6/81,Stanley Theatre,Pittsburgh,PA,US,"Jack Straw, Peggy O, Cassidy, They Love Each Other, El Paso, Row Jimmy, Little Red Rooster, Brown Eyed Women, Let It Grow, Deal","Samson And Delilah, It Must Have Been The Roses, Estimated Prophet, Franklins Tower, Drums, The Other One, Stella Blue, Sugar Magnolia",No Set 3,Dont Ease Me In,1
808,3/7/81,Cole Field House,College Park,MD,US,"Alabama Getaway, Greatest Story Ever Told, Dire Wolf, Me And My Uncle, Big River, Candyman, C.C. Rider, Jack A Roe, Passenger, Bird Song, Looks Like Rain, Deal","Iko Iko, Lost Sailor, Saint Of Circumstance, Drums, Truckin, Black Peter, Around And Around, Johnny B. Goode",No Set 3,One More Saturday Night,1
809,3/9/81,Madison Square Garden,New York,NY,US,"Feel Like A Stranger, Althea, C.C. Rider, Ramble On Rose, El Paso, Deep Elem Blues, Beat It On Down The Line, Bird Song, New Minglewood Blues","China Cat Sunflower, I Know You Rider, Samson And Delilah, Ship Of Fools, Estimated Prophet, Uncle Johns Band, Drums, The Other One, Stella Blue, Good Lovin",No Set 3,U.S. Blues,1
